hash_value,ciphertext_size,encryption_time,total_runtime
2084348484,4,0.005763,.009119437
2084348484,4,0.007907,.007881359
2084348484,4,0.007753,.007333761
2084348484,4,0.00802,.007793618
2084348484,4,0.007723,.007249522
2084348484,4,0.007157,.006902450
2084348484,4,0.007924,.007376600
2084348484,4,0.008131,.007864935
2084348484,4,0.00363,.005884597
2084348484,4,0.003776,.007482564
2084348484,4,0.008017,.010037923
2084348484,4,0.007606,.008857551
