decrypted_hash,decryption_time,intersection_time,intersection_result,encryption_time,ciphertext_size,total_runtime
2084348484,3.803,0.004,0,0.006,1,.927379573
2084348484,3.782,0.004,0,0.006,1,.924129502
2084348484,3.815,0.004,0,0.006,1,.920245854
2084348484,3.756,0.004,0,0.005,1,.926632355
2084348484,3.764,0.004,0,0.006,1,.916618070
2084348484,3.793,0.004,0,0.006,1,.915168001
2084348484,3.861,0.005,0,0.006,1,.937194157
2084348484,3.809,0.004,0,0.006,1,.914345264
2084348484,3.791,0.004,0,0.006,1,.917795275
2084348484,3.862,0.005,0,0.006,1,.931884400
2084348484,3.785,0.004,0,0.006,1,.917586084
2084348484,3.776,0.004,0,0.006,1,.884228590
2084348484,3.804,0.004,0,0.006,1,.928744445
2084348484,3.787,0.004,0,0.005,1,.917273219
2084348484,3.792,0.004,0,0.006,1,.917750692
2084348484,2.118,0.002,0,0.003,1,.804521223
2084348484,3.811,0.004,0,0.006,1,.914462887
2084348484,3.825,0.004,0,0.006,1,.932565956
2084348484,2.083,0.002,0,0.003,1,.554198491
2084348484,3.797,0.004,0,0.005,1,.910416843
2084348484,3.8,0.004,0,0.006,1,.925701105
2084348484,3.835,0.004,0,0.007,1,.896821670
2084348484,3.785,0.004,0,0.005,1,.923825421
2084348484,3.775,0.004,0,0.006,1,.926555626
2084348484,3.797,0.004,0,0.006,1,.920286997
2084348484,3.826,0.004,0,0.006,1,.916162513
2084348484,2.056,0.002,0,0.003,1,.555114382
2084348484,3.781,0.004,0,0.006,1,.911109070
2084348484,3.803,0.004,0,0.005,1,.923058854
2084348484,3.764,0.004,0,0.007,1,.922716067
2084348484,3.847,0.004,0,0.006,1,.919107581
2084348484,3.816,0.004,0,0.006,1,.920198002
2084348484,3.823,0.004,0,0.005,1,.924545576
2084348484,3.858,0.004,0,0.005,1,.918847528
2084348484,3.8,0.004,0,0.005,1,.918329779
2084348484,3.872,0.005,0,0.006,1,.925959133
2084348484,3.813,0.004,0,0.006,1,.888484211
2084348484,3.808,0.004,0,0.006,1,.920061435
2084348484,3.782,0.004,0,0.005,1,.920503561
2084348484,3.861,0.004,0,0.006,1,.927031857
2084348484,3.818,0.004,0,0.006,1,.918152566
2084348484,3.802,0.004,0,0.006,1,.909489456
2084348484,3.764,0.004,0,0.006,1,.904061662
2084348484,3.812,0.004,0,0.006,1,.886909924
2084348484,3.763,0.004,0,0.006,1,.924102215
2084348484,3.79,0.004,0,0.006,1,.919033166
2084348484,2.122,0.002,0,0.003,1,.796912726
2084348484,3.789,0.004,0,0.006,1,.907067667
2084348484,2.07,0.002,0,0.003,1,.667152025
2084348484,2.056,0.002,0,0.003,1,.541832312
