decrypted_hash,decryption_time,intersection_time,intersection_result,encryption_time,ciphertext_size,total_runtime
2084348484,2.074,0.003,0,0.003,1,.567585371
2084348484,2.067,0.002,0,0.003,1,.543098900
2084348484,3.797,0.005,0,0.006,1,.914190126
2084348484,2.755,0.004,0,0.004,1,.584070733
2084348484,2.099,0.003,0,0.003,1,.701023290
2084348484,3.769,0.005,0,0.006,1,.905239966
2084348484,2.056,0.002,0,0.003,1,.546390054
2084348484,2.051,0.002,0,0.003,1,.570287146
2084348484,3.803,0.005,0,0.006,1,.909689056
2084348484,2.057,0.002,0,0.003,1,.546177909
2084348484,2.049,0.002,0,0.003,1,.491470252
2084348484,2.048,0.002,0,0.003,1,.494780988
2084348484,3.752,0.005,0,0.006,1,.899387470
2084348484,3.785,0.005,0,0.006,1,.924746420
2084348484,3.831,0.005,0,0.006,1,.918151983
2084348484,3.789,0.005,0,0.006,1,.923321712
2084348484,2.084,0.003,0,0.004,1,.555064387
2084348484,2.081,0.003,0,0.003,1,.507076625
2084348484,3.766,0.005,0,0.006,1,.909159233
2084348484,2.055,0.002,0,0.004,1,.563437408
2084348484,2.065,0.002,0,0.003,1,.542973998
2084348484,2.086,0.003,0,0.003,1,.509336583
2084348484,3.807,0.005,0,0.005,1,.910843545
2084348484,2.045,0.002,0,0.003,1,.554652622
2084348484,2.064,0.002,0,0.002,1,.737704422
2084348484,2.09,0.003,0,0.003,1,.495077157
2084348484,2.106,0.003,0,0.003,1,.511258654
2084348484,2.075,0.002,0,0.003,1,.551011722
2084348484,2.057,0.002,0,0.003,1,.542021530
2084348484,2.07,0.003,0,0.003,1,.547953902
2084348484,3.801,0.005,0,0.006,1,.910009820
2084348484,2.077,0.003,0,0.003,1,.584557012
2084348484,2.076,0.003,0,0.002,1,.496209614
2084348484,2.079,0.003,0,0.003,1,.624353740
2084348484,2.07,0.002,0,0.003,1,.537928899
2084348484,3.808,0.005,0,0.006,1,.912059982
2084348484,2.059,0.002,0,0.003,1,.679071411
2084348484,3.826,0.005,0,0.006,1,.910894868
2084348484,2.074,0.003,0,0.003,1,.569795292
2084348484,3.811,0.005,0,0.005,1,.904211575
2084348484,2.053,0.002,0,0.003,1,.550731931
2084348484,2.062,0.002,0,0.003,1,.496358305
2084348484,2.081,0.003,0,0.003,1,.506055265
2084348484,2.061,0.002,0,0.003,1,.508847704
2084348484,3.855,0.005,0,0.006,1,.914866783
2084348484,3.888,0.005,0,0.005,1,.920379829
2084348484,3.801,0.005,0,0.007,1,.925110243
2084348484,2.106,0.003,0,0.003,1,.706677372
2084348484,2.058,0.002,0,0.003,1,.680705153
2084348484,2.073,0.003,0,0.004,1,.523450640
