decrypted_hash,decryption_time,intersection_time,intersection_result,encryption_time,ciphertext_size,total_runtime
2084348484,2.062,0.029,0,0.006,1,.770746999
2084348484,2.06,0.029,0,0.007,1,.515698717
2084348484,3.879,0.055,0,0.016,1,.957669818
2084348484,2.063,0.029,0,0.007,1,.723221449
2084348484,3.782,0.054,0,0.015,1,.959970752
2084348484,3.778,0.054,0,0.015,1,.947674312
2084348484,2.082,0.029,0,0.007,1,.623406084
2084348484,2.107,0.029,0,0.006,1,.545383778
2084348484,2.148,0.03,0,0.008,1,.846256881
2084348484,2.076,0.029,0,0.008,1,.521162627
2084348484,3.846,0.054,0,0.016,1,.968420590
2084348484,2.049,0.029,0,0.006,1,.584402660
2084348484,2.171,0.029,0,0.007,1,.555172489
2084348484,2.092,0.029,0,0.006,1,.546124588
2084348484,2.052,0.029,0,0.007,1,.755485565
2084348484,2.062,0.029,0,0.008,1,.579048062
2084348484,2.049,0.029,0,0.007,1,.548880355
2084348484,2.064,0.029,0,0.008,1,.529494984
2084348484,2.047,0.029,0,0.007,1,.565085170
2084348484,2.063,0.029,0,0.008,1,.590041951
2084348484,2.185,0.031,0,0.007,1,.584088114
2084348484,2.038,0.029,0,0.007,1,.567574992
2084348484,3.786,0.054,0,0.016,1,.965551223
2084348484,3.784,0.055,0,0.015,1,.973637685
2084348484,3.757,0.055,0,0.014,1,.974449066
2084348484,2.114,0.029,0,0.008,1,.723654335
2084348484,3.763,0.054,0,0.015,1,.964211761
2084348484,2.636,0.032,0,0.007,1,.699768540
2084348484,3.829,0.055,0,0.017,1,.967201594
2084348484,3.851,0.054,0,0.016,1,.973346193
2084348484,2.055,0.029,0,0.007,1,.555059102
2084348484,2.115,0.031,0,0.007,1,.537684224
2084348484,3.809,0.055,0,0.015,1,.970316321
2084348484,3.788,0.054,0,0.015,1,.975835018
2084348484,2.086,0.029,0,0.008,1,.592589481
2084348484,3.813,0.055,0,0.018,1,.976690911
2084348484,3.8,0.056,0,0.015,1,.976421195
2084348484,2.068,0.029,0,0.007,1,.716751414
2084348484,2.052,0.029,0,0.007,1,.527854873
2084348484,2.071,0.029,0,0.007,1,.559984168
2084348484,2.057,0.029,0,0.007,1,.524247164
2084348484,2.077,0.029,0,0.006,1,.520667881
2084348484,3.926,0.055,0,0.021,1,.979445475
2084348484,2.07,0.031,0,0.007,1,.586826775
2084348484,3.904,0.055,0,0.019,1,.979423949
2084348484,3.892,0.055,0,0.019,1,.991957704
2084348484,3.842,0.055,0,0.015,1,.971698701
2084348484,3.914,0.055,0,0.019,1,.992483485
2084348484,2.058,0.029,0,0.007,1,.580116076
2084348484,3.81,0.055,0,0.016,1,.966457278
