decrypted_hash,decryption_time,intersection_time,intersection_result,encryption_time,ciphertext_size,total_runtime
2084348484,3.814,0.11,0,0.016,1,1.033906956
2084348484,3.823,0.108,0,0.013,1,1.036550373
2084348484,3.82,0.11,0,0.015,1,1.036259920
2084348484,3.799,0.109,0,0.015,1,1.035409775
2084348484,3.812,0.11,0,0.017,1,1.041691958
2084348484,2.051,0.057,0,0.007,1,.810133907
2084348484,3.796,0.111,0,0.017,1,1.034075580
2084348484,3.858,0.109,0,0.015,1,1.034552723
2084348484,2.08,0.062,0,0.006,1,.614206889
2084348484,3.793,0.112,0,0.016,1,.883975485
2084348484,2.056,0.057,0,0.008,1,.603833239
2084348484,3.822,0.111,0,0.015,1,1.034105211
2084348484,3.776,0.109,0,0.014,1,1.032640804
2084348484,2.061,0.058,0,0.007,1,.611372142
2084348484,3.802,0.11,0,0.015,1,1.022312416
2084348484,3.783,0.11,0,0.016,1,1.036429114
2084348484,2.059,0.057,0,0.007,1,.605511718
2084348484,3.806,0.111,0,0.015,1,1.034067763
2084348484,2.073,0.058,0,0.008,1,.717608066
2084348484,3.832,0.11,0,0.018,1,1.017408637
2084348484,2.072,0.057,0,0.007,1,.629448701
2084348484,2.116,0.061,0,0.009,1,.882680945
2084348484,3.772,0.109,0,0.015,1,1.025912238
2084348484,3.819,0.109,0,0.015,1,1.037604667
2084348484,3.856,0.076,0,0.011,1,.966336305
2084348484,3.812,0.109,0,0.015,1,1.028649581
2084348484,3.829,0.111,0,0.016,1,1.053057806
2084348484,2.068,0.057,0,0.006,1,.615328399
2084348484,3.888,0.112,0,0.018,1,1.048325317
2084348484,3.889,0.111,0,0.019,1,1.052439447
2084348484,3.738,0.109,0,0.014,1,1.036867826
2084348484,2.067,0.057,0,0.008,1,.629670443
2084348484,3.834,0.11,0,0.02,1,1.029790463
2084348484,3.913,0.112,0,0.018,1,1.058367396
2084348484,3.905,0.112,0,0.02,1,1.054518523
2084348484,3.85,0.111,0,0.017,1,1.047744416
2084348484,2.092,0.058,0,0.008,1,.744918945
2084348484,3.778,0.11,0,0.014,1,1.031456958
2084348484,3.869,0.109,0,0.014,1,1.035379134
2084348484,3.803,0.111,0,0.016,1,1.045748530
2084348484,3.762,0.111,0,0.016,1,1.039012348
2084348484,3.77,0.109,0,0.015,1,1.032385552
2084348484,3.793,0.11,0,0.015,1,1.028541993
2084348484,2.077,0.057,0,0.007,1,.835511414
2084348484,3.79,0.109,0,0.014,1,1.025109356
2084348484,3.922,0.112,0,0.019,1,1.056671713
2084348484,3.843,0.111,0,0.018,1,1.047146480
2084348484,3.819,0.109,0,0.016,1,1.041057956
2084348484,3.77,0.11,0,0.014,1,1.032336449
2084348484,3.899,0.112,0,0.017,1,1.061142547
