decrypted_hash,decryption_time,intersection_time,intersection_result,encryption_time,ciphertext_size,total_runtime
2084348484,2.111,0.005,0,0.003,1,.521475852
2084348484,3.862,0.009,0,0.006,1,.910940415
2084348484,2.071,0.005,0,0.004,1,.558113706
2084348484,2.063,0.004,0,0.003,1,.524130655
2084348484,2.077,0.005,0,0.004,1,.507917101
2084348484,2.042,0.004,0,0.003,1,.513109230
2084348484,2.674,0.005,0,0.003,1,.568352642
2084348484,2.09,0.005,0,0.003,1,.516770831
2084348484,2.084,0.004,0,0.003,1,.536873976
2084348484,3.823,0.009,0,0.007,1,.917185945
2084348484,3.829,0.009,0,0.007,1,.898996792
2084348484,2.077,0.005,0,0.004,1,.790924530
2084348484,2.059,0.004,0,0.003,1,.552582963
2084348484,3.798,0.009,0,0.007,1,.916613299
2084348484,3.827,0.009,0,0.007,1,.935112915
2084348484,3.841,0.009,0,0.007,1,.925765262
2084348484,3.786,0.009,0,0.006,1,.919360263
2084348484,3.796,0.009,0,0.007,1,.919082721
2084348484,3.815,0.009,0,0.007,1,.894909735
2084348484,3.805,0.009,0,0.007,1,.923187061
2084348484,3.787,0.009,0,0.007,1,.921409244
2084348484,3.856,0.009,0,0.007,1,.935665310
2084348484,3.807,0.009,0,0.006,1,.924430055
2084348484,3.873,0.009,0,0.006,1,.899285690
2084348484,3.851,0.009,0,0.006,1,.912329462
2084348484,3.791,0.009,0,0.008,1,.885392511
2084348484,2.052,0.004,0,0.004,1,.677788939
2084348484,2.073,0.005,0,0.003,1,.775121908
2084348484,3.863,0.009,0,0.006,1,.916875409
2084348484,3.825,0.009,0,0.006,1,.929987663
2084348484,2.071,0.005,0,0.003,1,.572284765
2084348484,3.812,0.009,0,0.007,1,.915091361
2084348484,2.117,0.005,0,0.004,1,.840891175
2084348484,2.078,0.005,0,0.003,1,.546474553
2084348484,2.075,0.005,0,0.004,1,.546552583
2084348484,2.084,0.005,0,0.003,1,.549402532
2084348484,3.773,0.009,0,0.006,1,.913483599
2084348484,3.845,0.009,0,0.006,1,.906044404
2084348484,3.785,0.009,0,0.006,1,.910500697
2084348484,2.064,0.004,0,0.004,1,.558844690
2084348484,2.057,0.004,0,0.003,1,.510909603
2084348484,2.073,0.005,0,0.003,1,.621656880
2084348484,3.821,0.009,0,0.007,1,.914228373
2084348484,3.837,0.009,0,0.007,1,.930013190
2084348484,3.785,0.009,0,0.006,1,.925430973
2084348484,3.797,0.009,0,0.007,1,.923136114
2084348484,3.791,0.009,0,0.007,1,.923784893
2084348484,3.77,0.009,0,0.007,1,.916760457
2084348484,3.8,0.009,0,0.006,1,.926486207
2084348484,3.768,0.009,0,0.006,1,.895754553
